import time: self [us] | cumulative | imported package
import time:      2635 |       2635 |                                             tensorflow.python.ops.data_flow_grad
import time:      2202 |       8516 |                                           tensorflow.python.ops.embedding_ops
import time:      1639 |      10155 |                                         tensorflow.python.ops.ragged.ragged_embedding_ops
import time:      1743 |       1743 |                                         tensorflow.python.ops.ragged.ragged_factory_ops
import time:      8986 |       8986 |                                             tensorflow.python.ops.gen_image_ops
import time:      2552 |       2552 |                                             tensorflow.python.ops.linalg_ops
import time:      1308 |       1308 |                                                   tensorflow.python.distribute.parallel_device
import time:     12265 |      12265 |                                                     tensorflow.python._pywrap_parallel_device
import time:      1362 |       1362 |                                                       tensorflow.python.tpu
import time:      2229 |       3591 |                                                     tensorflow.python.tpu.ops
import time:     29149 |      29149 |                                                       tensorflow.python.ops.gen_tpu_ops
import time:      1215 |       1215 |                                                       tensorflow.python.tpu.tpu_function
import time:      3888 |      34251 |                                                     tensorflow.python.tpu.ops.tpu_ops
import time:      1282 |      51387 |                                                   tensorflow.python.distribute.parallel_device.parallel_device
import time:      1208 |       1208 |                                                     tensorflow.python.ops.op_selector
import time:      1199 |       2406 |                                                   tensorflow.python.eager.lift_to_graph
import time:       641 |        641 |                                                   tensorflow.python.eager.polymorphic_function.autograph_util
import time:      1270 |       1270 |                                                   tensorflow.python.eager.polymorphic_function.compiler_ir
import time:      3285 |      60296 |                                                 tensorflow.python.eager.polymorphic_function.polymorphic_function
import time:      1104 |      61399 |                                               tensorflow.python.eager.def_function
import time:      1144 |       1144 |                                               tensorflow.python.ops.control_flow_case
import time:      2299 |       2299 |                                                   tensorflow.python.ops.gen_candidate_sampling_ops
import time:      1875 |       4173 |                                                 tensorflow.python.ops.candidate_sampling_ops
import time:       784 |        784 |                                                       tensorflow.python.eager.imperative_grad
import time:       708 |        708 |                                                           tensorflow.compiler.jit
import time:      1204 |       1912 |                                                         tensorflow.compiler.jit.ops
import time:      1464 |       1464 |                                                         tensorflow.compiler.jit.ops.xla_ops_grad
import time:      4956 |       4956 |                                                         tensorflow.python.ops.array_grad
import time:      3132 |       3132 |                                                         tensorflow.python.ops.control_flow_grad
import time:      4896 |       4896 |                                                           tensorflow.python.ops.gen_cudnn_rnn_ops
import time:      2323 |       7218 |                                                         tensorflow.python.ops.cudnn_rnn_grad
import time:      2725 |       2725 |                                                         tensorflow.python.ops.image_grad
import time:      5968 |       5968 |                                                           tensorflow.python.ops.gen_io_ops
import time:      4790 |      10758 |                                                         tensorflow.python.ops.io_ops
import time:       926 |        926 |                                                           tensorflow.python.ops.linalg
import time:      3900 |       3900 |                                                           tensorflow.python.ops.linalg.linalg_impl
import time:      3264 |       8090 |                                                         tensorflow.python.ops.linalg_grad
import time:      2190 |       2190 |                                                         tensorflow.python.ops.lookup_grad
import time:      1239 |       1239 |                                                             tensorflow.python.ops.gen_manip_ops
import time:      1735 |       2973 |                                                           tensorflow.python.ops.manip_ops
import time:      1786 |       4759 |                                                         tensorflow.python.ops.manip_grad
import time:      8772 |       8772 |                                                         tensorflow.python.ops.math_grad
import time:      3206 |       3206 |                                                           tensorflow.python.ops.gen_nccl_ops
import time:      2264 |       5470 |                                                         tensorflow.python.ops.nccl_ops
import time:      2003 |       2003 |                                                         tensorflow.python.ops.optional_grad
import time:      1588 |       1588 |                                                         tensorflow.python.ops.parsing_grad
import time:      1333 |       1333 |                                                           tensorflow.python.ops.gen_decode_proto_ops
import time:       999 |        999 |                                                           tensorflow.python.ops.gen_encode_proto_ops
import time:      1199 |       3531 |                                                         tensorflow.python.ops.proto_ops
import time:      2352 |       2352 |                                                         tensorflow.python.ops.random_grad
import time:      4206 |       4206 |                                                           tensorflow.python.ops.gen_rnn_ops
import time:      2035 |       6241 |                                                         tensorflow.python.ops.rnn_grad
import time:      2283 |       2283 |                                                           tensorflow.python.ops.gen_sdca_ops
import time:      2136 |       4419 |                                                         tensorflow.python.ops.sdca_ops
import time:      1906 |       1906 |                                                             tensorflow.python.ops.gen_set_ops
import time:      2558 |       4464 |                                                           tensorflow.python.ops.sets_impl
import time:       771 |       5234 |                                                         tensorflow.python.ops.sets
import time:      2400 |       2400 |                                                         tensorflow.python.ops.sparse_grad
import time:      4264 |       4264 |                                                         tensorflow.python.ops.tensor_array_grad
import time:      1168 |       1168 |                                                         tensorflow.python.ops.linalg.sparse
import time:      2859 |       2859 |                                                             tensorflow.python.ops.linalg.sparse.gen_sparse_csr_matrix_ops
import time:      1341 |       4200 |                                                           tensorflow.python.ops.linalg.sparse.sparse_csr_matrix_ops
import time:      3669 |       7869 |                                                         tensorflow.python.ops.linalg.sparse.sparse_csr_matrix_grad
import time:       593 |        593 |                                                         tensorflow.python.ops.signal
import time:      4154 |       4154 |                                                           tensorflow.python.ops.gen_spectral_ops
import time:      7249 |      11402 |                                                         tensorflow.python.ops.signal.fft_ops
import time:      1463 |       1463 |                                                           tensorflow.python.ops.gen_checkpoint_ops
import time:      3139 |       4602 |                                                         tensorflow.python.training.checkpoint_ops
import time:      2627 |     121724 |                                                       tensorflow.python.ops.gradients_impl
import time:       569 |        569 |                                                       tensorflow.python.ops.parallel_for
import time:       876 |        876 |                                                           tensorflow.compiler.tf2xla.python
import time:       919 |        919 |                                                             tensorflow.compiler.xla
import time:      1840 |       1840 |                                                             tensorflow.compiler.xla.xla_data_pb2
import time:      2154 |       2154 |                                                                 tensorflow.python.framework.weak_tensor
import time:      1846 |       4000 |                                                               tensorflow.python.framework.flexible_dtypes
import time:       535 |        535 |                                                               tensorflow.python.ops.numpy_ops.np_arrays
import time:      1469 |       6003 |                                                             tensorflow.python.ops.numpy_ops.np_utils
import time:      3957 |      12717 |                                                           tensorflow.compiler.tf2xla.python.xla
import time:       605 |        605 |                                                           tensorflow.python.framework.smart_cond
import time:       724 |        724 |                                                           tensorflow.python.ops.control_flow_switch_case
import time:      1178 |       1178 |                                                           tensorflow.python.platform.flags
import time:      4118 |      20216 |                                                         tensorflow.python.ops.parallel_for.pfor
import time:      1420 |      21636 |                                                       tensorflow.python.ops.parallel_for.control_flow_ops
import time:      3539 |     148251 |                                                     tensorflow.python.eager.backprop
import time:      1396 |     149647 |                                                   tensorflow.python.ops.custom_gradient
import time:      2815 |       2815 |                                                   tensorflow.python.ops.functional_ops
import time:      2193 |       2193 |                                                   tensorflow.python.ops.gen_ctc_ops
import time:      1771 |       1771 |                                                   tensorflow.python.ops.inplace_ops
import time:      5741 |     162165 |                                                 tensorflow.python.ops.ctc_ops
import time:      1722 |       1722 |                                                 tensorflow.python.ops.nn_fused_batch_norm_grad
import time:      7873 |     175932 |                                               tensorflow.python.ops.nn_impl
import time:      1029 |       1029 |                                                 tensorflow.python.ops.variable_v1
import time:     29177 |      30206 |                                               tensorflow.python.ops.ref_variable
import time:     17762 |     286441 |                                             tensorflow.python.ops.image_ops_impl
import time:      2606 |     300583 |                                           tensorflow.python.ops.image_ops
import time:      1745 |     302328 |                                         tensorflow.python.ops.ragged.ragged_image_ops
import time:       696 |        696 |                                         tensorflow.python.ops.ragged.ragged_map_ops
import time:      1305 |       1305 |                                         tensorflow.python.ops.ragged.ragged_squeeze_op
import time:      3734 |       3734 |                                         tensorflow.python.ops.ragged.ragged_string_ops
import time:      1534 |     646555 |                                       tensorflow.python.ops.ragged.ragged_ops
import time:      8211 |     676914 |                                     tensorflow.python.ops.ragged.ragged_tensor
import time:      1160 |     678074 |                                   tensorflow.python.ops.ragged
import time:      2390 |     681219 |                                 tensorflow.python.data.util.structure
import time:     15372 |      15372 |                                 tensorflow.python.ops.gen_experimental_dataset_ops
import time:       800 |     698401 |                               tensorflow.python.data.experimental.ops.compression_ops
import time:     16517 |      16517 |                               tensorflow.python.data.experimental.service._pywrap_server_lib
import time:     16135 |      16135 |                               tensorflow.python.data.experimental.service._pywrap_utils
import time:      1093 |       1093 |                               tensorflow.python.data.ops
import time:       897 |        897 |                                 tensorflow.core.framework.dataset_metadata_pb2
import time:       964 |        964 |                                   tensorflow.core.framework.model_pb2
import time:      1048 |       2011 |                                 tensorflow.core.framework.dataset_options_pb2
import time:       822 |        822 |                                   tensorflow.python.ops.control_flow_v2_toggles
import time:       964 |       1786 |                                 tensorflow.python.compat.v2_compat
import time:      1033 |       1033 |                                   tensorflow.python.data.experimental.ops.take_while_ops
import time:      1036 |       2069 |                                 tensorflow.python.data.ops.dataset_autograph
import time:      1475 |       1475 |                                 tensorflow.python.data.ops.debug_mode
import time:       521 |        521 |                                   tensorflow.python.checkpoint.saveable_compat
import time:       765 |        765 |                                   tensorflow.python.data.ops.iterator_autograph
import time:      1395 |       1395 |                                   tensorflow.python.data.ops.optional_ops
import time:       745 |        745 |                                     tensorflow.python.data.ops.test_mode
import time:      1221 |       1221 |                                     tensorflow.python.data.util.options
import time:      1549 |       3515 |                                   tensorflow.python.data.ops.options
import time:       660 |        660 |                                       tensorflow.python.ops.structured
import time:      3411 |       4071 |                                     tensorflow.python.ops.structured.structured_tensor
import time:      1048 |       5119 |                                   tensorflow.python.framework.type_utils
import time:     11893 |      11893 |                                   tensorflow.python.ops.gen_dataset_ops
import time:      2102 |       2102 |                                     tensorflow.python.ops.parsing_config
import time:      4400 |       6502 |                                   tensorflow.python.ops.parsing_ops
import time:       857 |        857 |                                         tensorflow.core.protobuf.trackable_object_graph_pb2
import time:      1146 |       2002 |                                       tensorflow.core.protobuf.saved_object_graph_pb2
import time:       951 |        951 |                                       tensorflow.core.protobuf.saver_pb2
import time:      1175 |       4128 |                                     tensorflow.core.protobuf.meta_graph_pb2
import time:       527 |        527 |                                         tensorflow.python.checkpoint.sharding
import time:      2116 |       2116 |                                         tensorflow.python.checkpoint.sharding.sharding_util
import time:      1147 |       3789 |                                       tensorflow.python.checkpoint.checkpoint_options
import time:     11981 |      11981 |                                         tensorflow.python.lib.io._pywrap_file_io
import time:      1771 |      13752 |                                       tensorflow.python.lib.io.file_io
import time:       851 |        851 |                                           tensorflow.python.framework.byte_swap_tensor
import time:      1004 |       1854 |                                         tensorflow.python.framework.graph_io
import time:      1100 |       2953 |                                       tensorflow.python.training.training_util
import time:       606 |        606 |                                       tensorflow.python.training.checkpoint_state_pb2
import time:      1847 |      22946 |                                     tensorflow.python.checkpoint.checkpoint_management
import time:      1144 |       1144 |                                     tensorflow.python.framework.meta_graph
import time:      1039 |       1039 |                                     tensorflow.python.platform.gfile
import time:     13253 |      13253 |                                     tensorflow.python.saved_model.pywrap_saved_model
import time:     12297 |      12297 |                                       tensorflow.python.util._pywrap_checkpoint_reader
import time:       953 |      13250 |                                     tensorflow.python.training.py_checkpoint_reader
import time:       928 |        928 |                                       tensorflow.python.trackable.base_delegate
import time:       562 |        562 |                                       tensorflow.python.trackable.python_state
import time:       849 |        849 |                                       tensorflow.python.trackable.trackable_utils
import time:      1582 |       3919 |                                     tensorflow.python.training.saving.saveable_object_util
import time:      5100 |      64775 |                                   tensorflow.python.training.saver
import time:      3575 |      98055 |                                 tensorflow.python.data.ops.iterator_ops
import time:       451 |        451 |                                     tensorflow.python.lib.core
import time:     10463 |      10463 |                                     tensorflow.python.lib.core._pywrap_py_func
import time:      1089 |       1089 |                                     tensorflow.python.ops.autograph_ops
import time:      1419 |       1419 |                                     tensorflow.python.ops.gen_script_ops
import time:      4547 |      17967 |                                   tensorflow.python.ops.script_ops
import time:      1311 |      19277 |                                 tensorflow.python.data.ops.structured_function
import time:       783 |        783 |                                 tensorflow.python.data.util.traverse
import time:       737 |        737 |                                   tensorflow.python.eager.function
import time:       997 |        997 |                                     tensorflow.python.trackable.layer_utils
import time:      1468 |       2465 |                                   tensorflow.python.trackable.data_structures
import time:      1171 |       4372 |                                 tensorflow.python.eager.wrap_function
import time:      1213 |       1213 |                                     tensorflow.python.saved_model.constants
import time:       836 |       2049 |                                   tensorflow.python.saved_model.path_helpers
import time:       909 |       2957 |                                 tensorflow.python.trackable.asset
import time:      1011 |       1011 |                                 tensorflow.python.trackable.resource
import time:       707 |        707 |                                 tensorflow.python.types.data
import time:       690 |        690 |                                 tensorflow.python.data.util.random_seed
import time:     16150 |     152235 |                               tensorflow.python.data.ops.dataset_ops
import time:      2902 |     889514 |                             tensorflow.python.data.experimental.ops.data_service_ops
import time:       854 |        854 |                               tensorflow.core.protobuf.service_config_pb2
import time:      1535 |       2388 |                             tensorflow.python.data.experimental.service.server_lib
import time:      2158 |     894059 |                           tensorflow.python.data.experimental.service
import time:       893 |        893 |                             tensorflow.python.data.util.convert
import time:      3067 |       3960 |                           tensorflow.python.data.experimental.ops.batching
import time:      1123 |       1123 |                           tensorflow.python.data.experimental.ops.cardinality
import time:      2920 |       2920 |                           tensorflow.python.data.experimental.ops.counter
import time:      1188 |       1188 |                           tensorflow.python.data.experimental.ops.distribute
import time:      1042 |       1042 |                           tensorflow.python.data.experimental.ops.enumerate_ops
import time:      1050 |       1050 |                           tensorflow.python.data.experimental.ops.error_ops
import time:       794 |        794 |                           tensorflow.python.data.experimental.ops.from_list
import time:      1024 |       1024 |                           tensorflow.python.data.experimental.ops.get_single_element
import time:      1827 |       1827 |                           tensorflow.python.data.experimental.ops.grouping
import time:       789 |        789 |                               tensorflow.python.data.ops.from_tensor_slices_op
import time:      3256 |       4044 |                             tensorflow.python.data.ops.readers
import time:      4152 |       8195 |                           tensorflow.python.data.experimental.ops.interleave_ops
import time:      1191 |       1191 |                           tensorflow.python.data.experimental.ops.io
import time:       887 |        887 |                           tensorflow.python.data.experimental.ops.iterator_ops
import time:      5524 |       5524 |                               tensorflow.python.ops.gen_lookup_ops
import time:      2046 |       2046 |                                 tensorflow.python.saved_model.registration.registration
import time:       928 |       2974 |                               tensorflow.python.saved_model.registration
import time:      3676 |      12173 |                             tensorflow.python.ops.lookup_ops
import time:       982 |      13155 |                           tensorflow.python.data.experimental.ops.lookup_ops
import time:       984 |        984 |                           tensorflow.python.data.experimental.ops.pad_to_cardinality
import time:      1515 |       1515 |                           tensorflow.python.data.experimental.ops.parsing_ops
import time:      1054 |       1054 |                           tensorflow.python.data.experimental.ops.prefetching_ops
import time:       718 |        718 |                           tensorflow.python.data.experimental.ops.random_access
import time:       942 |        942 |                             tensorflow.python.data.ops.random_op
import time:      2651 |       3593 |                           tensorflow.python.data.experimental.ops.random_ops
import time:      1220 |       1220 |                             tensorflow.python.data.ops.map_op
import time:      3165 |       4384 |                           tensorflow.python.data.experimental.ops.readers
import time:       838 |        838 |                           tensorflow.python.data.experimental.ops.resampling
import time:       816 |        816 |                           tensorflow.python.data.experimental.ops.scan_ops
import time:      1617 |       1617 |                           tensorflow.python.data.experimental.ops.shuffle_ops
import time:      2154 |       2154 |                           tensorflow.python.data.experimental.ops.snapshot
import time:      1102 |       1102 |                           tensorflow.python.data.experimental.ops.unique
import time:       927 |        927 |                           tensorflow.python.data.experimental.ops.writers
import time:      2699 |     954803 |                         tensorflow.python.data.experimental
import time:      1477 |     956280 |                       tensorflow.python.data
import time:       192 |     956471 |                     tensorflow.python.data.ops
import time:       887 |        887 |                     tensorflow.python.distribute.numpy_dataset
import time:      1421 |       1421 |                     tensorflow.python.distribute.reduce_util
import time:      2659 |       2659 |                       tensorflow.python.ops.gen_summary_ops
import time:       854 |        854 |                       tensorflow.python.ops.summary_op_util
import time:     17082 |      17082 |                         tensorflow.python.profiler.internal._pywrap_profiler
import time:      1261 |      18343 |                       tensorflow.python.profiler.profiler_v2
import time:      2282 |      24136 |                     tensorflow.python.ops.summary_ops_v2
import time:      5856 |     988769 |                   tensorflow.python.distribute.distribute_lib
import time:      1144 |       1144 |                   tensorflow.python.distribute.packed_distributed_variable
import time:      1068 |       1068 |                     tensorflow.python.saved_model.save_options
import time:      1140 |       2207 |                   tensorflow.python.distribute.values_util
import time:      3056 |     996470 |                 tensorflow.python.distribute.values
import time:      2823 |       2823 |                   tensorflow.python.ops.gen_collective_ops
import time:       880 |       3703 |                 tensorflow.python.ops.collective_ops
import time:      1711 |    1001883 |               tensorflow.python.distribute.cross_device_utils
import time:       496 |        496 |                         tensorflow.python.compiler
import time:       931 |        931 |                         tensorflow.python.compiler.xla.jit
import time:      1830 |       1830 |                           tensorflow.compiler.jit.ops.xla_ops
import time:      1187 |       1187 |                           tensorflow.python.distribute.summary_op_util
import time:      2125 |       5142 |                         tensorflow.python.compiler.xla.xla
import time:      1126 |       7693 |                       tensorflow.python.compiler.xla
import time:       710 |       8403 |                     tensorflow.python.compiler.xla.experimental
import time:      1317 |       1317 |                     tensorflow.python.compiler.xla.experimental.xla_sharding
import time:       968 |        968 |                             tensorflow.core.protobuf.tpu
import time:      1717 |       1717 |                             tensorflow.core.protobuf.tpu.topology_pb2
import time:      1173 |       3856 |                           tensorflow.python.tpu.topology
import time:      1204 |       5060 |                         tensorflow.python.tpu.device_assignment
import time:      1328 |       6388 |                       tensorflow.python.tpu.tpu_replication
import time:      1034 |       7421 |                     tensorflow.python.distribute.tpu_util
import time:      1541 |       1541 |                     tensorflow.python.ops.gen_tpu_partition_ops
import time:      1267 |      19947 |                   tensorflow.python.distribute.tpu_replicated_variable
import time:      2405 |      22351 |                 tensorflow.python.distribute.tpu_values
import time:       809 |        809 |                 tensorflow.python.ops.losses
import time:      1306 |       1306 |                   tensorflow.python.ops.confusion_matrix
import time:       927 |        927 |                       tensorflow.python.ops.losses.util
import time:      1168 |       2095 |                     tensorflow.python.ops.nn_impl_distribute
import time:       793 |       2887 |                   tensorflow.python.ops.nn
import time:       853 |        853 |                   tensorflow.python.ops.weights_broadcast_ops
import time:      3493 |       8537 |                 tensorflow.python.ops.losses.losses_impl
import time:      1213 |      32909 |               tensorflow.python.distribute.distribute_utils
import time:       809 |        809 |                 tensorflow.python.distribute.coordinator
import time:       992 |        992 |                   tensorflow.python.distribute.coordinator.remote_value
import time:      1632 |       2623 |                 tensorflow.python.distribute.coordinator.coordinator_context
import time:      3984 |       7415 |               tensorflow.python.distribute.ps_values
import time:       738 |        738 |                 tensorflow.core.framework.kernel_def_pb2
import time:      1041 |       1778 |               tensorflow.python.framework.kernels
import time:      2206 |    1059787 |             tensorflow.python.distribute.cross_device_ops
import time:      1558 |       1558 |               tensorflow.python.data.ops.multi_device_iterator_ops
import time:       962 |        962 |               tensorflow.python.distribute.input_ops
import time:      2846 |       5365 |             tensorflow.python.distribute.input_lib
import time:       703 |        703 |               tensorflow.python.distribute.v1
import time:      1407 |       1407 |               tensorflow.python.distribute.v1.input_lib
import time:       989 |       3098 |             tensorflow.python.distribute.input_util
import time:       798 |        798 |                 tensorflow.python.distribute.shared_variable_creator
import time:      1164 |       1164 |                 tensorflow.python.training.coordinator
import time:      1103 |       3063 |               tensorflow.python.distribute.mirrored_run
import time:      1145 |       1145 |                 tensorflow.python.distribute.distribute_coordinator_context
import time:      1196 |       1196 |                 tensorflow.python.training.server_lib
import time:      1138 |       3478 |               tensorflow.python.distribute.multi_worker_util
import time:      1920 |       1920 |                 tensorflow.python.distribute.cluster_resolver.cluster_resolver
import time:       175 |        175 |                     oauth2client
import time:        37 |        211 |                   oauth2client.client
import time:       923 |       1134 |                 tensorflow.python.distribute.cluster_resolver.gce_cluster_resolver
import time:       859 |        859 |                 tensorflow.python.distribute.cluster_resolver.kubernetes_cluster_resolver
import time:       917 |        917 |                 tensorflow.python.distribute.cluster_resolver.slurm_cluster_resolver
import time:       593 |        593 |                 tensorflow.python.distribute.cluster_resolver.tfconfig_cluster_resolver
import time:       805 |        805 |                     tensorflow.python.distribute.cluster_resolver.tpu
import time:       596 |        596 |                       tensorflow.python.platform.remote_utils
import time:      1029 |       1625 |                     tensorflow.python.eager.remote
import time:      1403 |       1403 |                         tensorflow.core.protobuf.tpu.dynamic_padding_pb2
import time:      1022 |       1022 |                             tensorflow.compiler.xla.service
import time:      1788 |       1788 |                             tensorflow.compiler.xla.service.hlo_pb2
import time:      1668 |       4477 |                           tensorflow.core.protobuf.tpu.optimization_parameters_pb2
import time:      1200 |       5676 |                         tensorflow.core.protobuf.tpu.tpu_embedding_configuration_pb2
import time:       523 |        523 |                           tensorflow.python.platform.analytics
import time:      1055 |       1055 |                           tensorflow.python.summary
import time:      1192 |       1192 |                             tensorflow.core.util
import time:      1615 |       1615 |                             tensorflow.core.util.event_pb2
import time:      1035 |       3841 |                           tensorflow.python.summary.summary_iterator
import time:      2092 |       2092 |                           tensorflow.python.tpu.tensor_tracer_flags
import time:      1459 |       1459 |                             tensorflow.python.tpu.tensor_tracer_pb2
import time:      1528 |       2986 |                           tensorflow.python.tpu.tensor_tracer_report
import time:      2024 |      12518 |                         tensorflow.python.tpu.tensor_tracer
import time:       639 |        639 |                           tensorflow.python.tpu.tpu_name_util
import time:       832 |        832 |                           tensorflow.python.tpu.tpu_sharding
import time:      1646 |       3116 |                         tensorflow.python.tpu.tpu_feed
import time:      5730 |      28442 |                       tensorflow.python.tpu.tpu
import time:      1148 |      29590 |                     tensorflow.python.tpu.tpu_strategy_util
import time:      1237 |       1237 |                     tensorflow.python.tpu.tpu_system_metadata
import time:       173 |        173 |                     cloud_tpu_client
import time:       765 |        765 |                     tensorflow.python.tpu.client
import time:       152 |        152 |                       oauth2client
import time:      1139 |       1290 |                     tensorflow.python.tpu.client.client
import time:      2004 |      37485 |                   tensorflow.python.distribute.cluster_resolver.tpu.tpu_cluster_resolver
import time:       659 |      38144 |                 tensorflow.python.distribute.cluster_resolver.tpu_cluster_resolver
import time:      1564 |      45129 |               tensorflow.python.distribute.cluster_resolver
import time:      1659 |      53327 |             tensorflow.python.distribute.mirrored_strategy
import time:      2081 |    1125839 |           tensorflow.python.distribute.collective_all_reduce_strategy
import time:      2989 |       2989 |                   unittest.mock
import time:       757 |        757 |                     absl.testing
import time:      1468 |       1468 |                         shlex
import time:      1042 |       1042 |                         absl.testing._pretty_print_reporter
import time:      2124 |       2124 |                         absl.testing.xml_reporter
import time:      4190 |       8822 |                       absl.testing.absltest
import time:      1876 |      10698 |                     absl.testing.parameterized
import time:      9700 |       9700 |                       tensorflow.python._pywrap_sanitizers
import time:       751 |      10450 |                     tensorflow.python.pywrap_sanitizers
import time:     11367 |      11367 |                     tensorflow.python.framework._test_metrics_util
import time:      1226 |       1226 |                     tensorflow.python.framework.gpu_util
import time:      1012 |       1012 |                     tensorflow.python.ops.gen_sync_ops
import time:     11706 |      11706 |                     tensorflow.python.platform._pywrap_stacktrace_handler
import time:      1203 |       1203 |                           tensorflow.tsl.protobuf.test_log_pb2
import time:       854 |       2056 |                         tensorflow.core.util.test_log_pb2
import time:      1788 |       1788 |                         tensorflow.python.client.timeline
import time:      1135 |       4978 |                       tensorflow.python.platform.benchmark
import time:      1129 |       6107 |                     tensorflow.python.platform.googletest
import time:     12040 |      12040 |                     tensorflow.python.util._pywrap_util_port
import time:       906 |        906 |                     tensorflow.python.util.protobuf
import time:       801 |        801 |                     tensorflow.python.util.protobuf.compare
import time:        76 |         76 |                     tensorflow.python.framework.is_xla_test_true
import time:        55 |         55 |                     tensorflow.python.framework.is_mlir_bridge_test_false
import time:      1309 |       1309 |                     tensorflow.python.framework.is_mlir_bridge_test_true
import time:      5078 |      73582 |                   tensorflow.python.framework.test_util
import time:      1989 |       1989 |                       tensorflow.python.eager.forwardprop
import time:       944 |       2932 |                     tensorflow.python.ops.gradients
import time:      1636 |       4567 |                   tensorflow.python.ops.gradient_checker
import time:       997 |      82134 |                 tensorflow.python.platform.test
import time:       967 |      83101 |               tensorflow.python.eager.test
import time:       826 |      83926 |             tensorflow.python.distribute.multi_process_lib
import time:       166 |        166 |             dill
import time:        94 |         94 |               tblib
import time:        24 |        118 |             tblib.pickling_support
import time:      3812 |      88020 |           tensorflow.python.distribute.multi_process_runner
import time:       707 |        707 |                     tensorflow.python.checkpoint.checkpoint_context
import time:       648 |        648 |                         tensorflow.python.eager.polymorphic_function.saved_model_utils
import time:       583 |       1230 |                       tensorflow.python.trackable.converter
import time:       812 |       2042 |                     tensorflow.python.checkpoint.trackable_view
import time:      1530 |       4278 |                   tensorflow.python.checkpoint.async_checkpoint_helper
import time:      1169 |       1169 |                     tensorflow.python.checkpoint.sharding.sharding_policies
import time:      4929 |       6097 |                   tensorflow.python.checkpoint.functional_saver
import time:       827 |        827 |                       tensorflow.python.checkpoint.util
import time:      1172 |       1999 |                     tensorflow.python.checkpoint.save_util_v1
import time:      1158 |       3156 |                   tensorflow.python.checkpoint.graph_view
import time:       898 |        898 |                     tensorflow.python.checkpoint.checkpoint_view
import time:      1511 |       2409 |                   tensorflow.python.checkpoint.restore
import time:      1637 |       1637 |                   tensorflow.python.checkpoint.save_util
import time:       678 |        678 |                   tensorflow.python.trackable.autotrackable
import time:      2619 |      20871 |                 tensorflow.python.checkpoint.checkpoint
import time:      1145 |       1145 |                 tensorflow.python.ops.resources
import time:       698 |        698 |                   tensorflow.python.summary.tb_summary
import time:       839 |        839 |                     tensorflow.python.summary.writer
import time:      1164 |       1164 |                     tensorflow.python.summary.plugin_asset
import time:     10970 |      10970 |                       tensorflow.python.client._pywrap_events_writer
import time:      1377 |      12347 |                     tensorflow.python.summary.writer.event_file_writer
import time:      1203 |       1203 |                     tensorflow.python.summary.writer.event_file_writer_v2
import time:      1347 |      16898 |                   tensorflow.python.summary.writer.writer
import time:       621 |        621 |                   tensorflow.python.summary.writer.writer_cache
import time:       988 |      19204 |                 tensorflow.python.summary.summary
import time:      1397 |       1397 |                   tensorflow.python.training.session_run_hook
import time:      1122 |       1122 |                   tensorflow.python.training.summary_io
import time:      2498 |       5016 |                 tensorflow.python.training.basic_session_run_hooks
import time:       396 |        396 |                       tensorflow.core.protobuf.error_codes_pb2
import time:       765 |       1161 |                     tensorflow.core.protobuf.queue_runner_pb2
import time:      2640 |       3800 |                   tensorflow.python.training.queue_runner_impl
import time:       519 |       4319 |                 tensorflow.python.training.queue_runner
import time:      1181 |       1181 |                 tensorflow.python.training.session_manager
import time:      1733 |      53467 |               tensorflow.python.training.monitored_session
import time:      1187 |      54653 |             tensorflow.python.distribute.distribute_coordinator
import time:      1805 |      56457 |           tensorflow.python.distribute.multi_worker_test_base
import time:       989 |        989 |             tensorflow.python.framework.test_combinations
import time:       982 |       1970 |           tensorflow.python.framework.combinations
import time:      2712 |    1275982 |         tensorflow.python.distribute.combinations
import time:      1214 |       1214 |               tensorflow.python.training.device_setter
import time:      2382 |       3595 |             tensorflow.python.distribute.parameter_server_strategy
import time:      1166 |       4761 |           tensorflow.python.distribute.central_storage_strategy
import time:      1338 |       1338 |           tensorflow.python.distribute.one_device_strategy
import time:       961 |        961 |             tensorflow.python.distribute.load_context
import time:      1266 |       1266 |               tensorflow.python.ops.partitioned_variables
import time:      2165 |       3431 |             tensorflow.python.distribute.sharded_variable
import time:       675 |        675 |               tensorflow.python.distribute.coordinator.metric_utils
import time:       459 |        459 |               tensorflow.python.distribute.coordinator.utils
import time:      1164 |       1164 |               tensorflow.python.distribute.coordinator.values
import time:       495 |        495 |               tensorflow.python.distribute.coordinator.watchdog
import time:      1982 |       4773 |             tensorflow.python.distribute.coordinator.cluster_coordinator
import time:      1521 |      10684 |           tensorflow.python.distribute.parameter_server_strategy_v2
import time:      1256 |       1256 |               tensorflow.python.tpu.tpu_hardware_feature
import time:      1148 |       1148 |               tensorflow.python.tpu.training_loop
import time:      4498 |       6901 |             tensorflow.python.distribute.tpu_strategy
import time:       128 |        128 |             objgraph
import time:      1613 |       8640 |           tensorflow.python.distribute.test_util
import time:      1382 |      26803 |         tensorflow.python.distribute.strategy_combinations
import time:      1629 |    1304413 |       tensorflow._api.v2.__internal__.distribute.combinations
import time:       678 |        678 |         tensorflow.python.distribute.merge_call_interim
import time:       718 |       1396 |       tensorflow._api.v2.__internal__.distribute.interim
import time:       798 |        798 |       tensorflow._api.v2.__internal__.distribute.multi_process_runner
import time:       865 |    1307470 |     tensorflow._api.v2.__internal__.distribute
